LON,LAT,EDO,CLAVE,ESTACION,SEP
-99.148889,23.023056,TAMPS,GOMEZFARIAS,"GÛmez FarÌas, Tamps. SGT*",312.7
-98.405278,22.798611,TAMPS,GONZALEZTP,"Gonz·lez, Tamps. SGT*",155
-99.375278,23.4075,TAMPS,JAUMAVE,"Jaumave, Tamps. SMN*",103
-99.120556,22.852778,TAMPS,LASERVILLETA,"La Servilleta, Tamps. SGT*",261.8
-99.548333,26.816944,TAMPS,LASTORTILLASC,"Las Tortillas RÌo Salado, Tamps. SGT*",34.4
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",87.1
-99.116667,22.833333,TAMPS,LSRTP,"La Servilleta, Tamps.",244.2
-97.518056,25.885,TAMPS,MA2TP,"Matamoros, Tamps. SMN*",96.52
-98.713611,22.796944,TAMPS,MAGISCATZIN,MagiscatzÌn Tamps. SGT*,99
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",156.9
-99.546944,24.570278,TAMPS,MAGUEYES,"Magueyes, Tamps. SGT*",157.9
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",106.32
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",155
-98.59497,25.102222,TAMPS,MENDEZ,"MÈndez, Tamps. SGT*",133.2
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alem·n, Tamps.",131.91
-98.705556,22.795833,TAMPS,MGSTP,"MagiscatzÌn Dos, Tamps.",98.6
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",166.3
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo GÛmez, Tamps.",84.11
-99.53,27.44,TAMPS,NUEVOLAREDO,"Nuevo Laredo, Tamps. SGT*",66
-98.633889,22.494444,TAMPS,NVAAPOLONIA,"Nueva Apolonia, Tamps. SGT*",220.6
-99.490278,27.495556,TAMPS,NVLTP,"Nuevo Laredo, Tamps.",51.3
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",95.21
-97.8,25.8,TAMPS,PANTP,"Pueblo An·huac, Tamps.",184.34
-98.742778,23.725556,TAMPS,PASOMOLINA,"Paso de Molina, Tamps. SGT*",74.5
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",74.4
-98.901667,24.138333,TAMPS,PILTP,"PilÛn, Tamps.",121.8
-99.555833,24.2475,TAMPS,PJMTP,"Pedro JosÈ MÈndez, Tamps.",235.3
-99.5975,24.184167,TAMPS,PTODEVALLES,"Puerto de Valles, Tamps. SGT*",208.9
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",208.9
-99.004167,22.845278,TAMPS,RFRTP,"RÌo FrÌo, Tamps.",230.3
-98,25.966667,TAMPS,RIBTP,"RÌo Bravo, Tamps.",121.81
-99.026111,22.843056,TAMPS,RIOFRIO,"RÌo FrÌo, Tamps. SGT*",139.6
-97.991944,23.259444,TAMPS,RSPTP,"Rep˙blica EspaÒola, Tamps.",207.5
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",95.51
-98.883333,26.166667,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",95.51
-99.093611,23.024167,TAMPS,SABINAS,"Sabinas, Tamps. SGT*",104
-98.787778,23.085278,TAMPS,SANGABRIEL,"San Gabriel, Tamps. SGT*",84.2
-99.094444,23.022778,TAMPS,SBNTP,"Sabinas, Tamps.",105.8
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",252
-99.274444,24.022778,TAMPS,SENGRACIA,"Santa Engracia, Tamps. SGT*",16.4
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",75.6
-98.210833,23.7675,TAMPS,SLMTP,"Soto la Marina, Tamps.",205.2
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",94
-98.158889,24.841944,TAMPS,SNFERNANDO,"San Fernando, Tamps. SGT*",224.7
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",34
-98.421944,22.413889,TAMPS,TAMESI,"Tamesi, Tamps. SGT*",163.6
-97.878889,22.238611,TAMPS,TMPTP,"Tampico, Tamps.",105.9
-98.422778,22.423889,TAMPS,TMSTP,"TamesÌ, Tamps.",190.6
-97.804167,25.906111,TAMPS,VCATP,"Villa C·rdenas, Tamps.",153.92
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",151.6
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",74.13
-99.551111,24.566667,TAMPS,VSMTP,"Victoria-San Marcos, Tamps.",86.5
-98.131111,19.428611,TLAX,APITL,"Apizaco, Tlax.",119.52
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",78.72
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",51.2
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",60.01
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",122.51
-98.2,19.4,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",108.93
-98.200556,19.556111,TLAX,SJATL,"San JosÈ Atlanga, Tlax.",134.01
-98.233333,19.316667,TLAX,TLAXCALAob,"Observatorio de Tlaxcala, Tlax. SMN*",115.2
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",126.3
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",188.42
-96.843889,19.695833,VER,ACAVC,"Acatl·n, Ver.",148.66
-96.583056,19.161111,VER,ACTOPANVER,"Actopan, Ver SGT*",94.5
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",116.51
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",157.01
-97.68,20.93,VER,ALAVC,"¡lamo Temapache, Ver.",88.02
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",351.59
-95.758056,18.789167,VER,ALVARADO2ob,"Alvarado II, Ver. SMN*",165.8
-95.4375,18.583333,VER,ARCVC,"¡ngel Rosario Cabada, Ver.",183.11
-96.944444,19.588889,VER,BANVC,"Banderillas, Ver.",160
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",356.52
-94.253889,17.954444,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",117.51
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",114.6
-96.994444,19.332778,VER,CDCVC,"Cosautl·n de Carvajal, Ver.",445.12
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",124.3
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",400.41
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",188.2
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",130.65
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",224.94
-96.395,18.834167,VER,COTAXTLAVER,"Cotaxtla, Ver. SGT*",138.7
-94.4,18.1,VER,COTVC,"Coatzacoalcos, Ver.",236.1
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",117.54
-95.295833,18.144444,VER,CTTVC,"Coatotolapan, Ver.",109.02
-97.458611,21.773611,VER,ELHIGO,"El Higo, Ver. SGT*",161
-98.503889,21.832222,VER,ELOLIVO,"El Olivo, Ver. SGT*",89.6
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",77.35
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",106
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",61.51
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",104.24
-96.9975,18.897778,VER,FORVC,"Fortin, Ver.",272.9
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",149.02
-98.443889,21.777222,VER,HGOVC,"El Higo, Ver.",169
-98.274167,21.160556,VER,HLSVC,"Los Hules, Ver.",166.6
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",371.2
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",173.5
-96.554167,19.404167,VER,IDOVC,"Õdolos, Ver.",96.31
-94.666667,17.95,VER,JALVC,"Jaltip·n, Ver.",363.3
-96.241389,19.042778,VER,JAMAPA,"Jamapa, Ver. SGT*",141.9
-95.033333,17.433333,VER,JCRVC,"Jes˙s Carranza, Ver.",223.5
-94.088889,17.873611,VER,JDCVC,"San JosÈ del Carmen, Ver.",275.1
-97.3,19.816667,VER,JLNVC,"Jalacingo, Ver.",188.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",283.34
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",178.1
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",242.53
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",100.1
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",238
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",39.56
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",99.02
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",282.11
-97.1,19.65,VER,LVRVC,"Las Vigas de RamÌrez, Ver.",109.1
-97.048333,20.0675,VER,MDTVC,"MartÌnez de la Torre, Ver.",52.31
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",165.04
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",179
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",172.33
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",106.04
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",312.24
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",89.6
-97.1,18.85,VER,ORIZABAob,"Observatorio de Orizaba, Ver. SMN*",569
-97.1,18.85,VER,ORZVC,"Orizaba, Ver.",529.34
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",350
-98.176667,22.06,VER,PANUCO,"P·nuco, Ver. SGT*",117
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",217.51
-94.193611,17.872778,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",145.01
-97.814444,21.184444,VER,PEMVC,"Presa el Moralillo, Ver.",144.1
-97.238889,19.580556,VER,PERVC,"Perote, Ver.",25.06
-98.172778,22.053333,VER,PNCVC,"P·nuco, Ver.",112.2
-97.475,20.543333,VER,POZARICA,"Poza Rica, Ver. SGT*",66
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",51.81
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",55.02
-98.335278,21.293611,VER,PSNVC,"PlatÛn S·nchez, Ver.",134.2
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",206.1
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",272.43
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",321.41
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",103.13
-95.183333,18.45,VER,SIHVC,"Sihuap·n, Ver.",190.9
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",88.44
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",218.91
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",35
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",368.23
-96.35,18.45,VER,TBLVC,"Tierra Blanca, Ver.",145.6
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",224
-96.860556,19.354722,VER,TEPATLAXCO,"Tepatlaxco, Ver. SGT*",501.5
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",213
-98.383333,21.517222,VER,TMPVC,"Tempoal, Ver.",30.8
-96.916667,19.811111,VER,TNCVC,"Tenochtitl·n, Ver.",212.8
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",341.59
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",451.58
-98.139167,21.036944,VER,TRRVC,"Terrerillos, Ver.",59.2
-97.4,20.955556,VER,TXPVC,"Tuxpan, Ver.",135.7
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",56.51
-95.7,18.075,VER,VAZVC,"Villa Azueta, Ver.",69
-96.111111,19.154167,VER,VERVC,"Veracruz, Ver.",239.24
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",67.02
-96.903889,19.511944,VER,XALAPAob,"Observatorio de Xalapa, Ver. SMN*",231
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",318.44
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",172.73
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",237.93
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",268.62
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos, Ver.",180.64
-96.894444,19.555833,VER,XSUVC,Xalapa sumidero,157.43
-97.416667,19.433333,VER,ZALVC,"Zalayeta, Ver.",35.5
-89.681111,20.649444,YUC,ABAYC,"Abala, Yuc.",150.5
-89.218889,19.883056,YUC,BECYC,"BecanchÈn, Yuc.",209.01
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",90
-89.829444,20.752778,YUC,CHOYC,"Chochol·, Yuc.",181.6
-89.638056,21.03,YUC,CICYC,"Centro de InvestigaciÛn CientÌfica, Yuc.",128.6
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",92.4
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",97.21
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",103.51
-89.644167,20.935278,YUC,FAEYC,"Fuerza AÈrea, Yuc.",137.45
-89.642778,21.048889,YUC,FIYYC,"Fiuady, Yuc.",188.71
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",142.23
-89.651111,20.946389,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",181.96
-89.4375,21.105556,YUC,MOCYC,"Mococha, Yuc.",149.6
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",159.63
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",142.54
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",134.05
-89.65,21.3,YUC,PROGRESOob,"Observatorio de Progreso, Yuc. SMN*",18.4
-89.653889,21.275833,YUC,PROYC,"Progreso, Yuc.",20.01
-88.160278,21.571111,YUC,RILYC,"RÌo Lagartos, Yuc. SMN*",74.4
-88.160556,21.571667,YUC,RLAYC,"RÌo Lagartos, Yuc.",94.81
-89.046944,20.030278,YUC,TANYC,"TantaquÌn, Yuc.",164.7
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",324.7
-88.1725,21.158611,YUC,TIZYC,"TizimÌn, Yuc.",291.53
-88.216667,20.683333,YUC,VALLADOLIDob,"Observatorio de Valladolid, Yuc. SMN*",91.4
-88.204167,20.69,YUC,VALYC,"Valladolid, Yuc.",130.52
-103.225278,22.327222,ZAC,ACHZC,"Achimec, Zac.",94.82
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",134.5
-102.953333,22.824167,ZAC,BTEZC,"RamÛn LÛpez Velarde, Zac.",54.8
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",104.8
-101.389167,24.621389,ZAC,CORZC,"ConcepciÛn del Oro, Zac.",44.5
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",60.02
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",60.51
-103.35,21.645833,ZAC,EXCZC,"Miguel Alem·n, Zac.",91.71
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",28.9
-103.093333,22.933333,ZAC,GJAZC,"General JoaquÌn Amaro, Zac.",111.51
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",92.64
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",83.31
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",79.5
-103.114167,21.404722,ZAC,JCHZC,"Juchipila, Zac.",57.8
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",41.92
-102.566944,22.778889,ZAC,LBUZC,"La Bufa, Zac.",84.5
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",85.53
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",36.01
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",19.13
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",94.71
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",58.5
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",58.52
-103.363889,21.2125,ZAC,MORZC,"Mezquital del Oro, Zac.",139.02
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",99.8
-102.845556,21.3575,ZAC,NCTZC,"Nochistl·n, Zac.",83.5
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",68
-101.399167,22.1175,ZAC,PINZC,"Pino Su·rez, Zac.",28.8
-102.903611,21.711111,ZAC,PMOZC,"MoraleÒos, Zac.",67.42
-103.025833,23.816944,ZAC,RGRZC,"RÌo Grande, Zac.",90.41
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",42.24
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",47.22
-103.636667,23.638889,ZAC,SOMZC,"Sombrerete, Zac.",68.8
-103.495833,22.326667,ZAC,STEZC,"Santa Teresa (Independencia Nacional), Zac.",142.2
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",114.03
-102.864167,22.120556,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",89.85
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",93.5
-103.461944,21.468611,ZAC,TGOZC,"Te˙l de Gonz·lez Ortega, Zac.",122.13
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",85.23
-101.715833,22.3475,ZAC,VHGZC,"Villa Hidalgo, Zac.",30.13
-103.3375,21.588889,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",71.4
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",68.25
-102.566389,22.778333,ZAC,ZACATECASob,"Observatorio de Zacatecas, Zac. SMN*",76.8
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",121.1
