LON,LAT,EDO,CLAVE,ESTACION,SEP
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",42.6
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",47.7
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",31.34
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",7.07
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",38
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",19.05
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",15.22
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",98.5
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",1.81
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",141.5
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",69.6
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",144
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",96.23
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",122.92
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",185.53
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",97.83
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",131.22
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",218.95
-103.201944,20.290556,JAL,CHAJL,"Chapala 1 SMN, Jal.",136.4
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",500.8
-104.554444,19.628611,JAL,CHFJL,"El ChiflÛn, Jal",498.92
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",488.24
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",105.6
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",741.53
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",136.75
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",32.91
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",454.8
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",93.71
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",109.75
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",201.39
-102.7075,21.043611,JAL,ELSALTO,"El Salto, Jal. SGT*",73.2
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",113.4
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",194.2
-104.497222,19.238333,JAL,HIGJL,"Higuera Blanca, Jal.",645.5
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",59.64
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",88.53
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",86.01
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",60.8
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",136.2
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",124.03
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",52.36
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",62.4
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",358.4
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",70.5
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",155.32
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",5.6
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",88.03
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",153.51
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",592.63
-102.716667,20.4,JAL,RIOZULA,"RÌo Zula, Jal. SGT*",36.4
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",39.3
-103.733333,20.916667,JAL,SANTAROSACFE,"Santa Rosa, Jal. CFE*",135.23
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",43
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",57.3
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",57.82
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",122
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",60.47
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",124.36
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",22.7
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",112.45
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",97.8
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",207.36
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",63.2
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",134.32
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",206.5
-99.440556,18.861389,MEX,ALAMEDA1,"Alameda 1, MÈx. FENIX*",168.1
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Mex. SMN*",79.2
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",82.83
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",15.63
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",166.71
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, MÈx. SACMEX*",91.7
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, MÈx. UNAM*",123.47
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",109.5
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",116.11
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",201.66
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",200.138
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",84.86
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",47.36
-99.4675,18.795833,MEX,CHDMX,"Ciudad Hidalgo, MÈx",130.76
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",104.398
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",144.02
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",105.8
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",62.4
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",104.81
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",109.5
-99.631667,19.292222,MEX,COBMX,"Observatorio de Estado de MÈxico, MÈx.",133.91
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",178.32
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",91.31
-99.344167,19.37,MEX,DOSRIOS,"Dos RÌos, MÈx. UNAM*",136.22
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",192.518
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",109.41
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",85.81
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",115.63
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",59.03
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",45.92
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",84.73
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",96.34
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",69.37
-99.267222,19.5225,MEX,MADIN,"Presa MadÌn, MÈx. UNAM*",177.27
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",72
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",118.32
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",175.5
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",40.1
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",223.57
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",57.144
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",100.57
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",145.3
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",67.02
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",104.9
-99.611667,18.903333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",146
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",74.04
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",96
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",57.14
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",105.3
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",29.03
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",86.01
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",69
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",189
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",127.22
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",39.73
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",208
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",170.6
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",45.93
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",76.4
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",106
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",32.37
-99.8,19.333333,MEX,TBRMX,"Tres Barrancas, MÈx.",75.52
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",235.22
-98.900833,19.443611,MEX,TJCMX,"El Tejocote, MÈx.",145.41
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",60.92
-100.022778,19.904444,MEX,TM2MX,"Temascalcingo, MÈx.*",80.2
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",101.4
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",188.9
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",82.03
-100.283333,19.1,MEX,TROMX,"Trojes, MÈx.",138.1
-99.283056,19.4525,MEX,TTLMX,"Totolica (hidro), MÈx.",143.8
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",42.57
-99.196111,19.403611,MEX,VALLEDEBRAVO,"Valle de Bravo, MÈx. SGT*",66.4
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",41.92
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",199.2
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",195.06
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",130.53
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",193.8
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",76.4
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",191.52
-101.669722,19.925556,MICH,ARMMC,"Aristeo Mercado SGT, Mich.",79.6
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",83.01
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",84.51
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",116.02
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",154.7
-102.774167,19.287778,MICH,CHLMC,"ConstituciÛn de Apatzing·n, Mich.",105.8
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",111.42
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",120.34
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",97.71
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",154.1
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",14.2
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",148.22
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",103.6
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",175.2
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",66.5
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",20
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",104.5
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",89.6
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",95.71
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",91.61
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",93.8
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",129.2
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",61.03
-101.461389,20.323333,MICH,MKZMC,"Markazuza, Mich. SGT*",25.6
-102.2,17.899167,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",642
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",137.12
-100.277778,19.670833,MICH,MMONARCAI,"Mariposa Monarca 1, Mich. SMN*",102.2
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",78.43
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",87.5
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",55.81
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",73.3
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",119.51
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",52.1
-100.618889,20.277778,MICH,P3MEZQUITES,"Presa Tres Mezquites, Mich. SGT*",28.2
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",87.04
-102.601389,19.959167,MICH,PDEGONZALO,"Presa de Gonzalo, Mich. SGT*",18
-102.431389,20.303056,MICH,PJARIPO,"Presa Jaripo, Mich. SGT*",57
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",66.54
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",161.1
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",107.8
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",117.5
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",46.02
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",95.1
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",100.02
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",108.9
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",109.2
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",108.41
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",598.08
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",50.81
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",97.11
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",118.22
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",80.2
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",87.61
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",172.51
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",255.03
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",186.01
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",339
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",215.92
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",199.41
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",168.74
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",306.83
-99.233333,18.933333,MOR,CUERNAVACAob,"Observatorio de Cuernavaca, Mor. SMN*",187.2
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",205.31
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",170.5
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",193
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",178.01
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",463.24
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",160.93
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",261.21
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",191.84
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",267.1
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",181
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",214.94
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",131.92
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",165.86
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",126.34
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",180.7
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",228.5
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Morelos, Mor.",324.21
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",227.8
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",177.01
-99.156944,18.771111,MOR,PROMR,"Progreso (IMTA), Mor.",162.9
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",153
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",111.8
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",293.84
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",147.7
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",193.5
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",163.2
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",235.02
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",224.1
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",229.26
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",244.81
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",227.1
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",254.2
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",203.7
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",215.3
-99.248611,19.050556,MOR,TRESMARIAS,"Tres MarÌas, Mor. SMN*",432.6
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",126.6
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",256.5
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",197.32
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",200.5
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",565.32
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",373.5
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",155
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",353.56
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",68.7
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",404.39
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",99.9
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",497.82
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",336.8
-105.211667,22.119722,NAY,ROMNR,"Rosa Morada, Nay.",213.42
-104.8,21.8,NAY,RSRNR,"Reguladora San Rafael, Nay.",343.4
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",248.12
-104.893056,21.489167,NAY,TEPICob,"Observatorio de Tepic, Nay. SMN*",184.4
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",253.05
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",272.75
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",281
-100.011944,25.272778,NL,AL2NL,"Allende Dos, N. L.",323.33
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",13.04
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",89
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",65.03
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",314.01
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",157.25
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",203.5
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",356
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",237.92
-99.276944,25.711667,NL,CCHNL,"Cuchillo-Solidaridad, N.L.",183.52
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",376.06
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",297.15
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",248.51
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",252.5
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",189.6
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",91
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",416
-100.308333,25.576944,NL,ELDIENTE,"El Diente SMN, N. L.",306.2
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",431.1
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",160.75
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",403.8
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",241.96
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",126
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",120.61
-99.836389,25.188889,NL,MONTEMORob,"Montemorelos, N.L. SMN*",15.4
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",315.91
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",310.92
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",143.16
-100.304722,25.733611,NL,OBSNL,"Observatorio de Nuevo LeÛn, N.L.",310.92
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",271.02
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",55.5
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",536.25
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",90.57
-100.446667,25.674444,NL,STACATARINA,"Santa Catarina, N.L. SGT*",217.5
-99.77,25.503611,NL,Tepehuaje,"Cadereyta, N.L. SGT*",311.75
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",182
-102.184167,21.738611,OAX,AMTOX,San Antonino Monte Verde,145.4
-95.698889,16.009167,OAX,ASTOX,"Astata, Oax.",342
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",65.01
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",143.3
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",77.62
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",127
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",462.71
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",261.92
-102.712222,21.849167,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",312.61
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",261.21
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",359.22
-95.424722,16.436389,OAX,EMAOX,"El MarquÈs (RÌo Tehuantepec), Oax.",255.73
-102.676944,21.9975,OAX,FOYOX,"San Francisco Yosocuta, Oax.",79.5
-97.766667,17.808333,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",83.44
-97.783333,17.8,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",80.91
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",209.4
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",266.98
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",245.91
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",231.8
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",300.51
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",242.4
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",354.4
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",55
-97.688333,15.966667,OAX,LCHACAHUA,"Laguna Chacahua, Oax. SMN*",171.4
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",257.02
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",157.13
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",159.24
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",102.42
-96.7,17,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",85.72
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",250.11
-96.489722,15.6675,OAX,PANGELob,"Observatorio de Puerto ¡ngel, Oax. SMN*",264.8
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",136.25
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",109.92
-96.483333,15.666667,OAX,PTAOX,"Puerto ¡ngel, Oax.",231.7
-95.281389,16.476111,OAX,RHOOX,"RÌo Hondo, Oax.",176.1
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",208.2
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",312.4
-102.197222,22.007222,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",335.3
-95.226667,16.161944,OAX,SALINACRUZob,"Observatorio de Salina Cruz, Oax. SMN*",140.4
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",267.51
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",111.41
-95.2,16.183333,OAX,SCROX,"Salina Cruz, Oax.",221.9
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",339
-102.189167,21.826667,OAX,SLAOX,"Silacayo·pam, Oax.",200.55
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",186.33
