Lon,Lat,Clave,Edo,Est,Tmax
-101.36,20.28,LJIGJ,GTO,Las Jícamas Gto.,25.4516129
-100.75,20.28,TARGJ,GTO,Tarimoro Gto.,25.58064516
-101.07,20.29,LDYGJ,GTO,Laguna de Yuriria Gto.,24.06451613
-101.07,20.3,SRTGJ,GTO,Santa Rita Gto.,25.27419355
-101.18,20.39,VDSGJ,GTO,Valle de Santiago Gto.,23.32258065
-101.02,20.4,SJLGJ,GTO,Santa Julia Gto.,25.79032258
-101.52,20.43,ABSGJ,GTO,Abasolo Gto.,25.4516129
-101.74,20.44,GLNGJ,GTO,La Golondrina Gto.,23.19354839
-100.62,20.45,APSGJ,GTO,Apaseo el Alto Gto.,25.33870968
-100.95,20.48,CRTGJ,GTO,Cortázar Gto.,25.70967742
-101.63,20.5,ATBGJ,GTO,Agua Tibia Gto.,26.12903226
-101.13,20.52,PERGJ,GTO,Pericos Gto.,24.37096774
-100.82,20.53,CLYGJ,GTO,Celaya Gto.,26.70967742
-100.68,20.53,AEGGJ,GTO,Apaseo el Grande Gto.,27.91935484
-100.58,20.55,AMCGJ,GTO,Ameche Gto.,25.85483871
-101.2,20.57,SLMGJ,GTO,Salamanca Gto.,25.91935484
-101.3,20.6,TEMGJ,GTO,Temascatío Gto.,26.27419355
-101.67,20.62,CRMGJ,GTO,Cuerámaro Gto.,26.61290323
-101.84,20.68,LADGJ,GTO,Las Adjuntas Gto.,24.25806452
-101.35,20.68,IRPGJ,GTO,Irapuato Gto.,24.33870968
-101.37,20.73,ECNGJ,GTO,El Conejo Gto.,25.29032258
-100.83,20.85,IALGJ,GTO,Ignacio Allende Gto.,24.74193548
-101.29,20.87,PRSGJ,GTO,La Purísima Gto.,25
-100.9,20.95,CSRGJ,GTO,Cinco Señores Gto.,24.06451613
-101.26,21.01,GTOGJ,GTO,Guanajuato Gto.,23.78387097
-101.83,21.05,BRRGJ,GTO,El Barrial Gto.,24.03225806
-101.67,21.1,LENGJ,GTO,León Gto.,25.46774194
-100.93,21.15,DHGGJ,GTO,Dolores Hidalgo Gto.,28.24193548
-101.69,21.17,EPLGJ,GTO,El Palote Gto.,24.32258065
-101.67,21.2,CSTGJ,GTO,Los Castillos Gto.,25.5483871
-101.63,21.29,BARBOSA,GTO,Barbosa Gto. Protección Civil*,21.41612903
-100.09,21.3,XICGJ,GTO,Xichú Gto.,26.13333333
-100.52,21.3,SLPGJ,GTO,San Luis de la Paz Gto.,22.11290323
-99.31,19.96,PRQHD,HGO,Requena Hgo.,24.53225806
-98.37,20.08,TLGHD,HGO,Tulancingo Hgo.,22.6
-98.75,20.12,PCOHD,HGO,Observatorio de Pachuca Hgo.,21.91290323
-99.36,20.16,ENDHD,HGO,Endhó Hgo.,24.77419355
-99.22,20.24,MXQHD,HGO,Mixquiahuala Hgo.,23.41935484
-98.94,20.27,ACTHD,HGO,Actopan Hgo.,26.77419355
-99.33,20.36,PRGHD,HGO,Javier Rojo Gómez Hgo.,23.93548387
-99.65,20.37,HCPHD,HGO,Huichapan Hgo.,22.70967742
-99.38,20.44,PVAHD,HGO,Vicente Aguirre Hgo.,23.64516129
-99.22,20.48,IXMHD,HGO,Ixmiquilpan Hgo.,23.51612903
-98.65,20.65,ZXTHD,HGO,Zacualtipán Hgo.,21.13333333
-99.5,20.66,ZMPHD,HGO,Ing. Fernando Hiriart Balderrama Hgo.,24.74333333
-98.33,21.02,ATCHD,HGO,Atlapexco Hgo.,26.6
-104.06,19.91,BBAJL,JAL,Basilio Vadillo Jal.,32.80645161
-105.13,20,CPEJL,JAL,Cajón de Peña Jal.,30.16129032
-103.2,20.29,LDCJL,JAL,Lago de Chapala Jal.,23
-102.71,20.29,JMYJL,JAL,Jamay Jal.,23.29032258
-102.5,20.55,ATOTONILCOCFE,JAL,Atotonilco Jal. CFE*,25.63548387
-105.05,20.58,CULJL,JAL,Cuale Jal.,29.59677419
-103.32,20.58,TLAJL,JAL,Tlaquepaque Jal.,26.77419355
-103.37,20.67,GUAJL,JAL,Guadalajara Centro Jal.,24.41935484
-100.28,19.1,TROMX,MEX,Trojes Méx.,22.11290323
-98.87,19.19,SLAMX,MEX,San Luis Ameca Méx.,21.43548387
-99.51,19.2,CGCMX,MEX,Gerencia Conagua CODAGEM Méx.,22.82758621
-99.76,19.24,SJHMX,MEX,San Juan de las Huertas Méx.,16.83870968
-99.28,19.45,PTLMX,MEX,Presa Totolica Méx.,21.0483871
